"Date","Price","Open","High","Low","Vol.","Change %"
"31-07-2020","37,606.89","37,847.88","37,897.78","37,431.68","20.24M","-0.34%"
"30-07-2020","37,736.07","38,262.83","38,413.81","37,678.42","14.78M","-0.88%"
"29-07-2020","38,071.13","38,427.15","38,617.03","37,884.41","17.55M","-1.10%"
"28-07-2020","38,492.95","38,052.18","38,554.72","37,998.13","15.46M","1.47%"
"27-07-2020","37,934.73","38,275.34","38,275.34","37,769.44","18.65M","-0.51%"
"24-07-2020","38,128.90","37,949.59","38,235.73","37,748.41","19.89M","-0.03%"
"23-07-2020","38,140.47","37,814.92","38,225.03","37,738.59","19.65M","0.71%"
"22-07-2020","37,871.52","38,178.07","38,199.27","37,601.62","22.28M","-0.16%"
"21-07-2020","37,930.33","37,823.61","37,990.55","37,742.05","22.68M","1.37%"
"20-07-2020","37,418.99","37,409.03","37,478.87","37,185.78","20.07M","1.08%"
"17-07-2020","37,020.14","36,547.75","37,125.98","36,512.92","16.47M","1.50%"
"16-07-2020","36,471.68","36,401.20","36,524.62","36,038.41","18.52M","1.16%"
"15-07-2020","36,051.81","36,314.76","36,810.25","35,894.96","23.52M","0.05%"
"14-07-2020","36,033.06","36,517.28","36,538.10","35,877.42","14.10M","-1.80%"
"13-07-2020","36,693.69","36,880.66","37,024.20","36,533.96","16.50M","0.27%"
"10-07-2020","36,594.33","36,555.13","36,748.89","36,401.11","20.94M","-0.39%"
"09-07-2020","36,737.69","36,450.69","36,806.30","36,422.30","17.40M","1.12%"
"08-07-2020","36,329.01","36,738.38","36,828.43","36,234.17","24.84M","-0.94%"
"07-07-2020","36,674.52","36,660.35","36,723.27","36,271.09","20.65M","0.51%"
"06-07-2020","36,487.28","36,313.46","36,661.66","36,254.02","22.28M","1.29%"
"03-07-2020","36,021.42","36,025.38","36,110.21","35,872.38","16.45M","0.50%"
"02-07-2020","35,843.70","35,604.00","36,014.92","35,595.36","20.63M","1.21%"
"01-07-2020","35,414.45","35,009.59","35,467.23","34,927.20","19.38M","1.43%"
"30-06-2020","34,915.80","35,168.30","35,233.91","34,812.80","18.54M","-0.13%"
"29-06-2020","34,961.52","34,926.95","35,032.36","34,662.06","18.33M","-0.60%"
"26-06-2020","35,171.27","35,144.78","35,254.88","34,910.34","24.78M","0.94%"
"25-06-2020","34,842.10","34,525.39","35,081.61","34,499.78","24.56M","-0.08%"
"24-06-2020","34,868.98","35,679.74","35,706.55","34,794.93","26.64M","-1.58%"
"23-06-2020","35,430.43","35,015.73","35,482.16","34,843.69","25.21M","1.49%"
"22-06-2020","34,911.32","34,892.03","35,213.52","34,794.40","25.11M","0.52%"
"19-06-2020","34,731.73","34,335.38","34,848.37","34,136.39","27.85M","1.53%"
"18-06-2020","34,208.05","33,371.52","34,276.01","33,371.52","21.22M","2.09%"
"17-06-2020","33,507.92","33,438.31","33,933.66","33,332.96","20.22M","-0.29%"
"16-06-2020","33,605.22","33,853.72","34,022.01","32,953.30","27.42M","1.13%"
"15-06-2020","33,228.80","33,670.55","33,670.55","32,923.74","18.37M","-1.63%"
"12-06-2020","33,780.89","32,436.69","33,856.27","32,348.10","23.04M","0.72%"
"11-06-2020","33,538.37","34,214.69","34,219.39","33,480.42","20.95M","-2.07%"
"10-06-2020","34,247.05","34,029.14","34,350.17","33,949.46","15.47M","0.86%"
"09-06-2020","33,956.69","34,520.79","34,811.29","33,881.19","19.24M","-1.20%"
"08-06-2020","34,370.58","34,841.17","34,927.80","34,211.83","25.68M","0.24%"
"05-06-2020","34,287.24","34,198.55","34,405.43","33,958.02","24.63M","0.90%"
"04-06-2020","33,980.70","34,072.50","34,310.14","33,711.24","17.90M","-0.38%"
"03-06-2020","34,109.54","34,185.41","34,488.69","34,027.50","18.38M","0.84%"
"02-06-2020","33,825.53","33,450.19","33,866.63","33,301.29","75.58M","1.57%"
"01-06-2020","33,303.52","32,906.05","33,673.83","32,876.55","22.87M","2.71%"
"29-05-2020","32,424.10","32,041.29","32,480.52","31,823.80","37.05M","0.69%"
"28-05-2020","32,200.59","31,827.80","32,267.23","31,641.77","27.45M","1.88%"
"27-05-2020","31,605.22","30,793.11","31,660.60","30,525.68","20.53M","3.25%"
"26-05-2020","30,609.30","30,864.27","31,086.70","30,512.14","188.28M","-0.21%"
"22-05-2020","30,672.59","30,822.78","31,107.91","30,474.88","20.61M","-0.84%"
"21-05-2020","30,932.90","30,904.29","31,188.79","30,765.32","15.51M","0.37%"
"20-05-2020","30,818.61","30,159.59","30,878.31","30,157.75","16.14M","2.06%"
"19-05-2020","30,196.17","30,450.74","30,739.96","30,116.82","18.75M","0.56%"
"18-05-2020","30,028.98","31,248.26","31,248.26","29,968.45","19.47M","-3.44%"
"15-05-2020","31,097.73","31,296.28","31,296.28","30,770.48","13.00M","-0.08%"
"14-05-2020","31,122.89","31,466.33","31,630.94","31,052.65","15.20M","-2.77%"
"13-05-2020","32,008.61","32,841.87","32,845.48","31,901.92","18.42M","2.03%"
"12-05-2020","31,371.12","31,342.93","31,536.89","30,844.66","23.13M","-0.60%"
"11-05-2020","31,561.22","32,030.34","32,301.58","31,500.87","18.07M","-0.26%"
"08-05-2020","31,642.70","32,083.32","32,088.51","31,598.00","15.87M","0.63%"
"07-05-2020","31,443.38","31,677.69","31,705.25","31,362.87","19.87M","-0.76%"
"06-05-2020","31,685.75","31,577.63","31,970.84","31,158.75","19.21M","0.74%"
"05-05-2020","31,453.51","32,182.90","32,264.00","31,403.57","19.17M","-0.83%"
"04-05-2020","31,715.35","32,748.14","32,748.14","31,632.02","18.34M","-5.94%"
"30-04-2020","33,717.62","33,381.19","33,887.25","33,354.93","21.08M","3.05%"
"29-04-2020","32,720.16","32,311.04","32,897.59","32,171.65","15.95M","1.89%"
"28-04-2020","32,114.52","32,101.91","32,199.91","31,661.34","15.61M","1.17%"
"27-04-2020","31,743.08","31,659.04","32,103.70","31,651.58","12.86M","1.33%"
"24-04-2020","31,327.22","31,426.62","31,842.24","31,278.27","17.57M","-1.68%"
"23-04-2020","31,863.08","31,646.45","31,959.02","31,292.92","24.37M","1.54%"
"22-04-2020","31,379.55","30,856.14","31,471.14","30,578.55","21.04M","2.42%"
"21-04-2020","30,636.71","30,836.19","30,900.12","30,378.26","19.67M","-3.20%"
"20-04-2020","31,648.00","32,056.19","32,056.47","31,490.26","17.21M","0.19%"
"17-04-2020","31,588.72","31,656.68","31,718.73","30,960.94","22.22M","3.22%"
"16-04-2020","30,602.61","30,095.51","30,800.20","30,016.17","16.86M","0.73%"
"15-04-2020","30,379.81","31,277.11","31,568.36","30,222.07","23.62M","-1.01%"
"13-04-2020","30,690.02","31,195.72","31,195.72","30,474.15","16.14M","-1.51%"
"09-04-2020","31,159.62","30,571.19","31,225.20","30,420.22","18.77M","4.23%"
"08-04-2020","29,893.96","29,701.92","31,227.97","29,602.94","24.70M","-0.58%"
"07-04-2020","30,067.21","28,898.36","30,157.65","28,602.31","21.87M","8.97%"
"03-04-2020","27,590.95","28,623.53","28,639.12","27,500.79","18.91M","-2.39%"
"01-04-2020","28,265.31","29,505.33","29,505.98","28,073.43","18.00M","-4.08%"
"31-03-2020","29,468.49","29,294.94","29,770.88","28,667.36","26.40M","3.62%"
"30-03-2020","28,440.32","29,226.55","29,497.57","28,290.99","23.24M","-4.61%"
"27-03-2020","29,815.59","30,747.81","31,126.03","29,346.99","116.92M","-0.44%"
"26-03-2020","29,946.77","29,073.71","30,099.91","28,566.34","35.01M","4.94%"
"25-03-2020","28,535.78","26,499.81","28,790.19","26,359.91","141.50M","6.98%"
"24-03-2020","26,674.03","27,056.23","27,462.87","25,638.90","24.68M","2.67%"
"23-03-2020","25,981.24","27,608.80","27,900.83","25,880.83","21.79M","-13.15%"
"20-03-2020","29,915.96","28,460.82","30,418.20","27,932.67","32.11M","5.75%"
"19-03-2020","28,288.23","27,773.36","29,370.53","26,714.46","33.15M","-2.01%"
"18-03-2020","28,869.51","30,968.84","31,101.77","28,613.05","31.29M","-5.59%"
"17-03-2020","30,579.09","31,611.57","32,047.98","30,394.94","21.53M","-2.58%"
"16-03-2020","31,390.07","33,103.24","33,103.24","31,276.30","18.14M","-7.96%"
"13-03-2020","34,103.48","31,214.13","34,769.48","29,388.97","32.59M","4.04%"
"12-03-2020","32,778.14","34,472.50","34,472.50","32,493.10","25.15M","-8.18%"
"11-03-2020","35,697.40","35,468.90","36,021.51","35,261.92","27.85M","0.18%"
"09-03-2020","35,634.95","36,950.20","36,950.20","35,109.18","18.83M","-5.17%"
"06-03-2020","37,576.62","37,613.96","37,747.07","37,011.09","18.97M","-2.32%"
"05-03-2020","38,470.61","38,604.25","38,887.80","38,386.68","13.50M","0.16%"
"04-03-2020","38,409.48","38,715.72","38,791.70","37,846.10","15.31M","-0.55%"
"03-03-2020","38,623.70","38,480.89","38,754.24","38,142.30","10.64M","1.26%"
"02-03-2020","38,144.02","38,910.95","39,083.17","37,785.99","13.39M","-0.40%"
"28-02-2020","38,297.29","39,087.47","39,087.47","38,219.97","12.69M","-3.64%"
"27-02-2020","39,745.66","39,947.80","39,947.80","39,423.27","9.58M","-0.36%"
"26-02-2020","39,888.96","40,194.89","40,255.39","39,760.39","9.04M","-0.97%"
"25-02-2020","40,281.20","40,497.72","40,536.00","40,220.59","7.26M","-0.20%"
"24-02-2020","40,363.23","41,037.01","41,037.01","40,306.36","8.13M","-1.96%"
"20-02-2020","41,170.12","41,334.96","41,399.93","41,134.31","8.39M","-0.37%"
"19-02-2020","41,323.00","41,121.51","41,357.16","41,048.93","5.60M","1.05%"
"18-02-2020","40,894.38","41,042.46","41,042.46","40,610.95","12.31M","-0.39%"
"17-02-2020","41,055.69","41,324.04","41,420.34","41,030.58","6.86M","-0.49%"
"14-02-2020","41,257.74","41,510.19","41,702.36","41,183.13","9.76M","-0.49%"
"13-02-2020","41,459.79","41,707.21","41,709.30","41,338.31","9.12M","-0.26%"
"12-02-2020","41,565.90","41,330.85","41,671.86","41,330.85","9.55M","0.85%"
"11-02-2020","41,216.14","41,183.39","41,444.34","41,179.14","7.68M","0.58%"
"10-02-2020","40,979.62","41,166.72","41,172.06","40,798.98","15.22M","-0.39%"
"07-02-2020","41,141.85","41,394.41","41,394.41","41,073.36","15.33M","-0.40%"
"06-02-2020","41,306.03","41,209.13","41,405.43","41,113.11","15.00M","0.40%"
"05-02-2020","41,142.66","40,921.71","41,177.00","40,703.32","13.88M","0.87%"
"04-02-2020","40,789.38","40,178.74","40,818.94","40,117.46","15.33M","2.30%"
"03-02-2020","39,872.31","39,701.02","40,014.90","39,563.07","10.55M","0.34%"
"01-02-2020","39,735.53","40,753.18","40,905.78","39,631.24","12.15M","-2.43%"
"31-01-2020","40,723.49","41,146.56","41,154.49","40,671.01","11.52M","-0.47%"
"30-01-2020","40,913.82","41,380.14","41,380.14","40,829.91","6.69M","-0.69%"
"29-01-2020","41,198.66","41,131.57","41,334.86","41,108.19","7.77M","0.57%"
"28-01-2020","40,966.86","41,299.68","41,333.25","40,869.75","9.85M","-0.46%"
"27-01-2020","41,155.12","41,510.68","41,516.27","41,122.48","6.98M","-1.10%"
"24-01-2020","41,613.19","41,377.04","41,697.03","41,275.60","6.55M","0.55%"
"23-01-2020","41,386.40","41,191.50","41,413.96","41,098.91","9.94M","0.66%"
"22-01-2020","41,115.38","41,467.13","41,532.29","41,059.04","7.66M","-0.50%"
"21-01-2020","41,323.81","41,487.57","41,532.59","41,294.30","8.92M","-0.49%"
"20-01-2020","41,528.91","42,263.00","42,273.87","41,503.37","7.53M","-0.99%"
"17-01-2020","41,945.37","41,929.02","42,063.93","41,850.29","9.45M","0.03%"
"16-01-2020","41,932.56","41,924.74","42,059.45","41,812.28","6.59M","0.14%"
"15-01-2020","41,872.73","41,969.86","41,969.86","41,648.11","6.14M","-0.19%"
"14-01-2020","41,952.63","41,883.09","41,994.26","41,770.90","14.12M","0.22%"
"13-01-2020","41,859.69","41,788.21","41,899.63","41,720.76","10.57M","0.62%"
"10-01-2020","41,599.72","41,568.20","41,775.11","41,447.80","13.17M","0.36%"
"09-01-2020","41,452.35","41,216.67","41,482.12","41,175.72","7.80M","1.55%"
"08-01-2020","40,817.74","40,574.83","40,866.36","40,476.55","18.20M","-0.13%"
"07-01-2020","40,869.47","40,983.04","41,230.14","40,727.37","11.87M","0.47%"
"06-01-2020","40,676.63","41,378.34","41,378.34","40,613.96","8.75M","-1.90%"
"03-01-2020","41,464.61","41,634.51","41,636.18","41,348.68","8.88M","-0.39%"
"02-01-2020","41,626.64","41,340.27","41,649.29","41,328.45","5.25M","0.78%"
"01-01-2020","41,306.02","41,349.36","41,443.52","41,251.18","4.68M","0.13%"
"31-12-2019","41,253.74","41,607.49","41,607.49","41,184.73","5.58M","-0.73%"
"30-12-2019","41,558.00","41,686.27","41,714.73","41,453.38","5.74M","-0.04%"
"27-12-2019","41,575.14","41,297.08","41,611.27","41,264.92","6.11M","1.00%"
"26-12-2019","41,163.76","41,543.80","41,543.80","41,132.89","5.65M","-0.72%"
"24-12-2019","41,461.26","41,684.51","41,702.98","41,423.07","4.36M","-0.44%"
"23-12-2019","41,642.66","41,548.26","41,701.62","41,474.61","6.25M","-0.09%"
"20-12-2019","41,681.54","41,746.20","41,809.96","41,636.11","33.64M","0.02%"
"19-12-2019","41,673.92","41,571.82","41,719.29","41,456.40","33.29M","0.28%"
"18-12-2019","41,558.57","41,442.75","41,614.77","41,358.47","24.27M","0.50%"
"17-12-2019","41,352.17","41,052.36","41,401.65","41,005.18","18.99M","1.01%"
"16-12-2019","40,938.72","41,168.85","41,185.03","40,917.93","21.64M","-0.17%"
"13-12-2019","41,009.71","40,754.82","41,055.80","40,736.70","27.87M","1.05%"
"12-12-2019","40,581.71","40,561.34","40,712.65","40,490.69","41.32M","0.42%"
"11-12-2019","40,412.57","40,285.20","40,466.13","40,135.37","55.53M","0.43%"
"10-12-2019","40,239.88","40,588.81","40,588.81","40,208.70","31.36M","-0.61%"
"09-12-2019","40,487.43","40,527.24","40,645.63","40,336.56","32.55M","0.10%"
"06-12-2019","40,445.15","40,952.13","40,952.13","40,337.53","33.06M","-0.82%"
"05-12-2019","40,779.59","40,988.14","41,002.41","40,720.17","33.05M","-0.17%"
"04-12-2019","40,850.29","40,606.01","40,886.87","40,475.83","44.45M","0.43%"
"03-12-2019","40,675.45","40,852.61","40,885.03","40,554.04","33.70M","-0.31%"
"02-12-2019","40,802.17","41,072.94","41,093.99","40,707.63","39.79M","0.02%"
"29-11-2019","40,793.81","41,138.26","41,143.22","40,664.18","46.68M","-0.82%"
"28-11-2019","41,130.17","41,161.54","41,163.79","40,996.08","30.88M","0.27%"
"27-11-2019","41,020.61","40,979.39","41,075.76","40,848.70","32.43M","0.49%"
"26-11-2019","40,821.30","41,022.85","41,120.28","40,710.20","32.81M","-0.17%"
"25-11-2019","40,889.23","40,439.66","40,931.71","40,393.90","28.56M","1.31%"
"22-11-2019","40,359.41","40,653.17","40,653.17","40,276.83","21.70M","-0.53%"
"21-11-2019","40,575.17","40,737.31","40,744.85","40,534.12","21.78M","-0.19%"
"20-11-2019","40,651.64","40,729.80","40,816.38","40,575.96","32.31M","0.45%"
"19-11-2019","40,469.70","40,455.36","40,544.13","40,290.21","39.07M","0.46%"
"18-11-2019","40,284.19","40,431.08","40,542.40","40,221.97","28.72M","-0.18%"
"15-11-2019","40,356.69","40,408.20","40,650.06","40,308.09","25.75M","0.17%"
"14-11-2019","40,286.48","40,178.93","40,348.61","40,026.99","27.75M","0.42%"
"13-11-2019","40,116.06","40,346.43","40,447.17","40,061.23","37.71M","-0.57%"
"11-11-2019","40,345.08","40,316.50","40,417.44","40,150.97","29.53M","0.05%"
"08-11-2019","40,323.61","40,630.56","40,749.33","40,263.94","42.61M","-0.81%"
"07-11-2019","40,653.74","40,625.64","40,688.27","40,421.07","30.17M","0.45%"
"06-11-2019","40,469.78","40,311.85","40,606.91","40,037.53","37.68M","0.55%"
"05-11-2019","40,248.23","40,445.67","40,466.55","40,053.55","45.38M","-0.13%"
"04-11-2019","40,301.96","40,293.85","40,483.21","40,186.29","62.56M","0.34%"
"01-11-2019","40,165.03","40,196.07","40,283.30","40,014.23","56.98M","0.09%"
"31-10-2019","40,129.05","40,211.99","40,392.22","40,054.89","87.85M","0.19%"
"30-10-2019","40,051.87","40,055.63","40,178.12","39,805.11","37.24M","0.55%"
"29-10-2019","39,831.84","39,293.49","39,917.01","39,254.12","50.52M","1.98%"
"25-10-2019","39,058.06","39,201.67","39,241.61","38,718.27","48.57M","0.10%"
"24-10-2019","39,020.39","39,223.01","39,327.15","38,840.76","36.63M","-0.10%"
"23-10-2019","39,058.83","39,063.84","39,196.67","38,866.08","41.00M","0.24%"
"22-10-2019","38,963.84","39,233.40","39,426.47","38,924.85","54.47M","-0.85%"
"18-10-2019","39,298.38","39,087.83","39,361.06","38,963.60","42.37M","0.63%"
"17-10-2019","39,052.06","38,647.44","39,104.69","38,557.43","47.10M","1.17%"
"16-10-2019","38,598.99","38,637.05","38,666.38","38,416.67","27.52M","0.24%"
"15-10-2019","38,506.09","38,316.49","38,635.19","38,238.27","26.23M","0.76%"
"14-10-2019","38,214.47","38,208.24","38,513.69","38,066.13","28.53M","0.23%"
"11-10-2019","38,127.08","37,994.48","38,345.41","37,737.85","39.38M","0.65%"
"10-10-2019","37,880.40","38,130.23","38,130.23","37,802.93","27.26M","-0.78%"
"09-10-2019","38,177.95","37,628.05","38,209.84","37,415.83","36.39M","1.72%"
"07-10-2019","37,531.98","37,853.80","37,919.47","37,480.53","40.41M","-0.38%"
"04-10-2019","37,673.31","38,401.49","38,403.54","37,633.36","52.89M","-1.14%"
"03-10-2019","38,106.87","38,137.87","38,310.93","37,957.56","59.17M","-0.52%"
"01-10-2019","38,305.41","38,813.48","38,923.78","37,929.89","75.38M","-0.94%"
"30-09-2019","38,667.33","38,873.12","38,873.12","38,401.09","49.01M","-0.40%"
"27-09-2019","38,822.57","39,003.13","39,107.37","38,782.60","39.20M","-0.43%"
"26-09-2019","38,989.74","38,700.48","39,158.07","38,676.11","33.23M","1.03%"
"25-09-2019","38,593.52","39,087.20","39,087.20","38,510.97","28.78M","-1.29%"
"24-09-2019","39,097.14","39,135.28","39,306.37","38,913.06","30.60M","0.02%"
"23-09-2019","39,090.03","38,844.00","39,441.12","38,674.04","56.15M","2.83%"
"20-09-2019","38,014.62","36,214.92","38,378.02","36,085.74","61.03M","5.32%"
"19-09-2019","36,093.47","36,613.93","36,613.93","35,987.80","31.75M","-1.29%"
"18-09-2019","36,563.88","36,621.38","36,712.99","36,465.92","25.43M","0.23%"
"17-09-2019","36,481.09","37,169.46","37,169.56","36,419.09","20.49M","-1.73%"
"16-09-2019","37,123.31","37,204.56","37,302.06","37,028.94","19.89M","-0.70%"
"13-09-2019","37,384.99","37,175.86","37,413.50","37,000.09","34.26M","0.76%"
"12-09-2019","37,104.28","37,330.47","37,435.15","37,048.67","27.46M","-0.45%"
"11-09-2019","37,270.82","37,251.03","37,343.46","37,193.57","36.67M","0.34%"
"09-09-2019","37,145.45","36,969.48","37,244.08","36,784.47","25.32M","0.44%"
"06-09-2019","36,981.77","36,785.59","37,012.98","36,727.66","23.05M","0.92%"
"05-09-2019","36,644.42","36,821.71","36,898.99","36,541.88","27.42M","-0.22%"
"04-09-2019","36,724.74","36,575.24","36,776.31","36,409.54","25.65M","0.44%"
"03-09-2019","36,562.91","37,181.76","37,188.38","36,466.01","23.57M","-2.06%"
"30-08-2019","37,332.79","37,222.26","37,397.97","36,829.81","33.42M","0.71%"
"29-08-2019","37,068.93","37,381.80","37,381.80","36,987.35","31.68M","-1.02%"
"28-08-2019","37,451.84","37,655.77","37,687.82","37,249.19","28.65M","-0.50%"
"27-08-2019","37,641.27","37,658.48","37,731.51","37,449.69","36.47M","0.39%"
"26-08-2019","37,494.12","37,363.95","37,544.48","36,492.65","35.58M","2.16%"
"23-08-2019","36,701.16","36,387.68","36,807.34","36,102.35","38.37M","0.63%"
"22-08-2019","36,472.93","37,087.58","37,087.58","36,391.35","33.06M","-1.59%"
"21-08-2019","37,060.37","37,298.73","37,406.55","37,022.52","28.54M","-0.72%"
"20-08-2019","37,328.01","37,441.75","37,511.55","37,219.90","20.87M","-0.20%"
"19-08-2019","37,402.49","37,485.92","37,718.88","37,358.49","17.66M","0.14%"
"16-08-2019","37,350.33","37,383.00","37,444.45","36,974.41","26.12M","0.10%"
"14-08-2019","37,311.53","37,233.50","37,473.61","37,000.77","22.49M","0.96%"
"13-08-2019","36,958.16","37,755.16","37,755.16","36,888.49","28.59M","-1.66%"
"09-08-2019","37,581.91","37,521.30","37,807.55","37,406.26","28.19M","0.68%"
"08-08-2019","37,327.36","36,808.01","37,405.48","36,655.41","24.79M","1.74%"
"07-08-2019","36,690.50","37,025.27","37,104.79","36,610.57","26.11M","-0.77%"
"06-08-2019","36,976.85","36,568.03","37,241.77","36,536.59","26.22M","0.75%"
"05-08-2019","36,699.84","36,842.17","36,844.05","36,416.79","26.73M","-1.13%"
"02-08-2019","37,118.22","36,920.11","37,375.16","36,607.41","28.97M","0.27%"
"01-08-2019","37,018.32","37,387.18","37,387.18","36,694.18","21.74M","-1.23%"
"31-07-2019","37,481.12","37,257.55","37,576.37","37,128.26","28.03M","0.22%"
"30-07-2019","37,397.24","37,735.54","37,950.21","37,359.03","23.51M","-0.77%"
"29-07-2019","37,686.37","38,043.22","38,043.22","37,519.16","21.79M","-0.52%"
"26-07-2019","37,882.79","37,831.18","37,978.07","37,690.47","24.81M","0.14%"
"25-07-2019","37,830.98","37,935.02","38,169.87","37,775.51","18.60M","-0.04%"
"24-07-2019","37,847.65","37,990.23","38,102.84","37,708.41","17.07M","-0.36%"
"23-07-2019","37,982.74","38,138.56","38,217.81","37,898.90","19.93M","-0.13%"
"22-07-2019","38,031.13","38,333.52","38,333.52","37,890.32","23.70M","-0.80%"
"19-07-2019","38,337.01","39,058.73","39,058.73","38,271.35","19.81M","-1.44%"
"18-07-2019","38,897.46","39,204.47","39,204.47","38,861.25","24.81M","-0.81%"
"17-07-2019","39,215.64","39,171.10","39,284.73","39,081.14","24.13M","0.22%"
"16-07-2019","39,131.04","38,961.86","39,173.89","38,845.27","25.93M","0.60%"
"15-07-2019","38,896.71","39,009.95","39,023.97","38,696.60","18.59M","0.41%"
"12-07-2019","38,736.23","38,941.10","39,021.84","38,684.85","13.29M","-0.22%"
"11-07-2019","38,823.11","38,751.62","38,892.50","38,631.31","15.07M","0.69%"
"10-07-2019","38,557.04","38,701.99","38,854.85","38,474.66","15.36M","-0.45%"
"09-07-2019","38,730.82","38,754.47","38,814.23","38,435.87","19.39M","0.03%"
"08-07-2019","38,720.57","39,476.38","39,476.38","38,605.48","22.66M","-2.01%"
"05-07-2019","39,513.39","39,990.40","40,032.41","39,441.38","26.78M","-0.99%"
"04-07-2019","39,908.06","39,917.65","39,979.10","39,858.33","14.94M","0.17%"
"03-07-2019","39,839.25","39,907.57","39,934.99","39,732.38","14.23M","0.06%"
"02-07-2019","39,816.48","39,811.68","39,838.49","39,499.19","15.33M","0.33%"
"01-07-2019","39,686.50","39,543.73","39,764.82","39,541.09","11.10M","0.74%"
"28-06-2019","39,394.64","39,630.52","39,675.25","39,361.92","11.50M","-0.48%"
"27-06-2019","39,586.41","39,633.97","39,817.22","39,510.44","13.57M","-0.01%"
"26-06-2019","39,592.08","39,379.13","39,674.22","39,319.64","15.47M","0.40%"
"25-06-2019","39,434.94","39,131.94","39,490.64","38,946.04","11.62M","0.80%"
"24-06-2019","39,122.96","39,160.23","39,300.02","39,021.70","11.98M","-0.18%"
"21-06-2019","39,194.49","39,608.25","39,617.95","39,121.30","16.06M","-1.03%"
"20-06-2019","39,601.63","39,042.96","39,638.64","38,933.78","20.68M","1.25%"
"19-06-2019","39,112.74","39,176.56","39,435.80","38,881.05","19.09M","0.17%"
"18-06-2019","39,046.34","39,056.98","39,167.83","38,870.96","18.26M","0.22%"
"17-06-2019","38,960.79","39,514.36","39,540.42","38,911.49","13.10M","-1.25%"
"14-06-2019","39,452.07","39,797.00","39,799.90","39,363.45","21.20M","-0.73%"
"13-06-2019","39,741.36","39,679.35","39,800.81","39,461.27","22.49M","-0.04%"
"12-06-2019","39,756.81","39,974.18","39,982.10","39,623.53","12.06M","-0.48%"
"11-06-2019","39,950.46","39,900.45","40,066.31","39,760.02","14.63M","0.42%"
"10-06-2019","39,784.52","39,787.33","39,979.48","39,619.97","16.65M","0.43%"
"07-06-2019","39,615.90","39,581.77","39,703.10","39,279.47","15.27M","0.22%"
"06-06-2019","39,529.72","40,136.43","40,159.26","39,481.15","19.30M","-1.38%"
"04-06-2019","40,083.54","40,196.00","40,312.07","40,031.05","12.31M","-0.46%"
"03-06-2019","40,267.62","39,806.86","40,308.90","39,711.02","35.72M","1.39%"
"31-05-2019","39,714.20","39,998.91","40,122.34","39,374.24","17.57M","-0.30%"
"30-05-2019","39,831.97","39,580.28","39,911.92","39,500.56","18.00M","0.84%"
"29-05-2019","39,502.05","39,714.27","39,767.93","39,420.50","13.19M","-0.62%"
"28-05-2019","39,749.73","39,765.64","39,828.65","39,498.65","15.83M","0.17%"
"27-05-2019","39,683.29","39,536.23","39,821.94","39,353.16","16.53M","0.63%"
"24-05-2019","39,434.72","39,076.28","39,476.97","38,824.26","17.64M","1.61%"
"23-05-2019","38,811.39","39,591.77","40,124.96","38,651.61","29.02M","-0.76%"
"22-05-2019","39,110.21","39,086.21","39,249.08","38,903.87","16.11M","0.36%"
"21-05-2019","38,969.80","39,449.45","39,571.73","38,884.85","23.39M","-0.97%"
"20-05-2019","39,352.67","38,701.18","39,412.56","38,570.04","27.19M","3.75%"
"17-05-2019","37,930.77","37,494.42","38,001.13","37,415.36","19.43M","1.44%"
"16-05-2019","37,393.48","37,179.13","37,518.94","37,052.30","16.24M","0.75%"
"15-05-2019","37,114.88","37,539.05","37,559.67","37,047.87","20.04M","-0.55%"
"14-05-2019","37,318.53","37,146.58","37,572.70","36,956.10","18.19M","0.61%"
"13-05-2019","37,090.82","37,491.30","37,583.57","36,999.84","18.40M","-0.99%"
"10-05-2019","37,462.99","37,632.36","37,721.98","37,370.39","20.34M","-0.26%"
"09-05-2019","37,558.91","37,747.91","37,780.46","37,405.40","15.84M","-0.61%"
"08-05-2019","37,789.13","38,244.18","38,248.57","37,743.07","13.49M","-1.27%"
"07-05-2019","38,276.63","38,815.46","38,835.54","38,236.18","16.13M","-0.84%"
"06-05-2019","38,600.34","38,719.33","38,719.33","38,509.79","13.82M","-0.93%"
"03-05-2019","38,963.26","39,009.55","39,172.76","38,920.17","15.30M","-0.05%"
"02-05-2019","38,981.43","39,036.51","39,189.95","38,882.99","26.96M","-0.13%"
"30-04-2019","39,031.55","39,056.92","39,105.88","38,753.46","31.93M","-0.09%"
"26-04-2019","39,067.33","38,865.83","39,103.16","38,765.33","17.84M","0.87%"
"25-04-2019","38,730.86","39,101.78","39,262.22","38,663.98","14.84M","-0.83%"
"24-04-2019","39,054.68","38,672.63","39,095.35","38,571.00","15.69M","1.27%"
"23-04-2019","38,564.88","38,771.27","38,832.61","38,518.26","12.04M","-0.21%"
"22-04-2019","38,645.18","39,158.22","39,158.22","38,585.65","15.35M","-1.26%"
"18-04-2019","39,140.28","39,420.04","39,487.45","39,083.16","14.96M","-0.34%"
"16-04-2019","39,275.64","39,040.30","39,364.34","39,038.81","14.85M","0.95%"
"15-04-2019","38,905.84","38,805.54","38,976.58","38,780.08","21.47M","0.36%"
"12-04-2019","38,767.11","38,692.06","38,818.87","38,554.79","17.51M","0.41%"
"11-04-2019","38,607.01","38,621.58","38,649.98","38,460.25","14.90M","0.06%"
"10-04-2019","38,585.35","38,898.60","38,950.45","38,542.28","16.68M","-0.91%"
